22930 ,Ledesma          ,Cádiz          ,Portero     ,  31 ,1,86m ,85kg        ,9.748.000  ,108    ,4,7  ,      23 ,    0 ,       0 ,Apto
27333 ,García           ,Girona         ,Defensa     ,  23 ,1,82m ,79kg        ,10.334.000 ,94     ,4,7  ,      20 ,    2 ,       3 ,Apto
22612 ,Milla            ,Getafe         ,Mediocentro ,  29 ,1,75m ,Desconocido ,9.992.000  ,66     ,4,7  ,      15 ,    0 ,       5 ,Apto
20346 ,Rodríguez        ,Betis          ,Mediocentro ,  29 ,1,85m ,80kg        ,480.000    ,66     ,4,7  ,      14 ,    1 ,       5 ,Lesión de tobillo, Baja indefinida.
48194 ,Swedberg         ,Celta          ,Mediocentro ,  20 ,1,85m ,Desconocido ,271.000    ,42     ,4,7  ,      10 ,    3 ,       0 ,Apto
56921 ,Radovanovic      ,Almería        ,Defensa     ,  30 ,1,89m ,Desconocido ,837.000    ,14     ,4,7  ,       3 ,    0 ,       1 ,Apto
28794 ,Jörgensen        ,Villarreal     ,Portero     ,  21 ,1,90m ,Desconocido ,10.106.000 ,120    ,4,6  ,      26 ,    0 ,       2 ,Apto
  609 ,Soria            ,Getafe         ,Portero     ,  30 ,1,92m ,85kg        ,9.998.000  ,120    ,4,6  ,      26 ,    0 ,       3 ,Apto
   31 ,Oblak            ,Atlético       ,Portero     ,  31 ,1,89m ,84kg        ,11.485.000 ,119    ,4,6  ,      26 ,    0 ,       1 ,Apto
27517 ,Palazón          ,Rayo Vallecano ,Mediocentro ,  29 ,1,69m ,71kg        ,10.977.000 ,115    ,4,6  ,      25 ,    3 ,       5 ,Apto
 6057 ,Alcaraz          ,Cádiz          ,Mediocentro ,  32 ,1,80m ,76kg        ,5.978.000  ,111    ,4,6  ,      24 ,    2 ,      12 ,Apto
15342 ,Barrenetxea      ,Real Sociedad  ,Mediocentro ,  22 ,1,74m ,Desconocido ,9.981.000  ,91     ,4,6  ,      20 ,    3 ,       1 ,Apto
48657 ,Raphinha         ,Barcelona      ,Delantero   ,  27 ,1,76m ,68kg        ,11.714.000 ,83     ,4,6  ,      18 ,    4 ,       3 ,Apto
55009 ,López            ,Barcelona      ,Mediocentro ,  20 ,1,76m ,Desconocido ,4.498.000  ,82     ,4,6  ,      19 ,    2 ,       2 ,Apto
  192 ,Guaita           ,Celta          ,Portero     ,  37 ,1,90m ,81kg        ,8.416.000  ,78     ,4,6  ,      17 ,    0 ,       2 ,Apto
24739 ,Mingueza         ,Celta          ,Defensa     ,  24 ,1,84m ,Desconocido ,10.357.000 ,116    ,4,5  ,      26 ,    1 ,       2 ,Apto
 5916 ,Guridi           ,Alavés         ,Mediocentro ,  28 ,1,79m ,64kg        ,6.737.000  ,112    ,4,5  ,      25 ,    0 ,       1 ,Apto
 5917 ,Zubeldia         ,Real Sociedad  ,Defensa     ,  26 ,1,80m ,75kg        ,12.211.000 ,109    ,4,5  ,      24 ,    0 ,       9 ,Apto
 1762 ,Berenguer        ,Athletic Club  ,Mediocentro ,  28 ,1,75m ,70kg        ,6.193.000  ,103    ,4,5  ,      23 ,    6 ,       3 ,Apto
28787 ,López            ,Valencia       ,Delantero   ,  21 ,1,72m ,Desconocido ,5.548.000  ,103    ,4,5  ,      23 ,    3 ,       2 ,Apto
40147 ,Rüdiger          ,Real Madrid    ,Defensa     ,  30 ,1,91m ,85kg        ,14.910.000 ,100    ,4,5  ,      22 ,    1 ,       7 ,Apto
  492 ,José             ,Betis          ,Delantero   ,  32 ,1,89m ,87kg        ,8.602.000  ,100    ,4,5  ,      22 ,    7 ,       1 ,Apto
17615 ,Herrera          ,Osasuna        ,Portero     ,  30 ,1,92m ,82kg        ,9.837.000  ,99     ,4,5  ,      22 ,    0 ,       2 ,Apto
   49 ,Correa           ,Atlético       ,Delantero   ,  28 ,1,71m ,67kg        ,3.336.000  ,95     ,4,5  ,      21 ,    7 ,       1 ,Apto
 3117 ,Rico             ,Getafe         ,Defensa     ,  31 ,1,81m ,76kg        ,10.285.000 ,94     ,4,5  ,      21 ,    0 ,       7 ,Apto
10967 ,Guedes           ,Villarreal     ,Delantero   ,  27 ,1,79m ,68kg        ,10.304.000 ,27     ,4,5  ,       6 ,    1 ,       0 ,Apto
57010 ,Allende          ,Celta          ,Delantero   ,  25 ,1,85m ,Desconocido ,2.171.000  ,18     ,4,5  ,       4 ,    1 ,       1 ,Apto
25606 ,Gazzaniga        ,Girona         ,Portero     ,  32 ,1,96m ,90kg        ,11.330.000 ,115    ,4,4  ,      26 ,    0 ,       2 ,Apto
48920 ,Rajković         ,Mallorca       ,Portero     ,  28 ,1,92m ,70kg        ,7.109.000  ,114    ,4,4  ,      26 ,    0 ,       2 ,Apto
48575 ,Witsel           ,Atlético       ,Defensa     ,  35 ,1,86m ,73kg        ,9.642.000  ,109    ,4,4  ,      25 ,    1 ,       3 ,Apto
14789 ,Sancet           ,Athletic Club  ,Mediocentro ,  23 ,1,88m ,Desconocido ,13.970.000 ,106    ,4,4  ,      24 ,    3 ,       4 ,Apto
40032 ,Mármol           ,Las Palmas     ,Defensa     ,  22 ,1,81m ,Desconocido ,12.211.000 ,106    ,4,4  ,      24 ,    0 ,       5 ,Apto
  431 ,Cancelo          ,Barcelona      ,Defensa     ,  29 ,1,82m ,74kg        ,14.993.000 ,97     ,4,4  ,      22 ,    2 ,       4 ,Apto
   42 ,Koke             ,Atlético       ,Mediocentro ,  32 ,1,77m ,73kg        ,9.973.000  ,97     ,4,4  ,      23 ,    0 ,       4 ,Apto
    5 ,Marcos           ,Athletic Club  ,Defensa     ,  34 ,1,80m ,78kg        ,8.139.000  ,84     ,4,4  ,      19 ,    1 ,       3 ,Apto
 5795 ,Silva            ,Betis          ,Portero     ,  30 ,1,89m ,85kg        ,6.414.000  ,74     ,4,4  ,      17 ,    0 ,       3 ,Apto
55491 ,Lukébakio        ,Sevilla        ,Delantero   ,  26 ,1,87m ,77kg        ,262.000    ,53     ,4,4  ,      12 ,    2 ,       0 ,Esguince de rodilla, Baja hasta Marzo.
 7893 ,Sivera           ,Alavés         ,Portero     ,  27 ,1,84m ,75kg        ,7.363.000  ,113    ,4,3  ,      26 ,    0 ,       2 ,Apto
 1713 ,Lejeune          ,Rayo Vallecano ,Defensa     ,  32 ,1,90m ,81kg        ,10.068.000 ,112    ,4,3  ,      26 ,    0 ,       4 ,Apto
 3778 ,Joselu           ,Real Madrid    ,Delantero   ,  33 ,1,91m ,80kg        ,9.626.000  ,107    ,4,3  ,      25 ,    8 ,       0 ,Edema óseo, Baja hasta mitad de Marzo.
27518 ,Valentín         ,Rayo Vallecano ,Mediocentro ,  29 ,1,77m ,Desconocido ,6.508.000  ,103    ,4,3  ,      24 ,    1 ,       4 ,Apto
 7910 ,Stuani           ,Girona         ,Delantero   ,  37 ,1,84m ,74kg        ,4.572.000  ,103    ,4,3  ,      24 ,    7 ,       5 ,Apto
52372 ,Guerra           ,Valencia       ,Mediocentro ,  20 ,1,87m ,Desconocido ,7.674.000  ,100    ,4,3  ,      23 ,    4 ,       4 ,Apto
36084 ,Mosquera         ,Valencia       ,Defensa     ,  19 ,1,88m ,Desconocido ,10.256.000 ,98     ,4,3  ,      23 ,    0 ,       2 ,Apto
40166 ,Tchouaméni       ,Real Madrid    ,Mediocentro ,  24 ,1,88m ,Desconocido ,14.126.000 ,86     ,4,3  ,      20 ,    2 ,       5 ,Apto
53105 ,Coco             ,Las Palmas     ,Defensa     ,  25 ,1,88m ,Desconocido ,5.988.000  ,82     ,4,3  ,      20 ,    1 ,       4 ,Apto
49424 ,Salas            ,Sevilla        ,Defensa     ,  22 ,1,86m ,Desconocido ,666.000    ,52     ,4,3  ,      12 ,    2 ,       2 ,Apto
35434 ,Pubill           ,Almería        ,Defensa     ,  20 ,1,90m ,Desconocido ,1.551.000  ,51     ,4,3  ,      12 ,    1 ,       2 ,Apto
19146 ,Fekir            ,Betis          ,Mediocentro ,  30 ,1,73m ,72kg        ,11.219.000 ,39     ,4,3  ,       9 ,    0 ,       0 ,Fractura de nariz, Duda esta jornada.
56583 ,Batalla          ,Granada        ,Portero     ,  27 ,1,86m ,80kg        ,4.892.000  ,30     ,4,3  ,       7 ,    0 ,       3 ,Apto
57000 ,Crespo           ,Rayo Vallecano ,Mediocentro ,  27 ,1,87m ,73kg        ,225.000    ,17     ,4,3  ,       4 ,    0 ,       2 ,Apto
   36 ,Manquillo        ,Celta          ,Defensa     ,  29 ,1,80m ,62kg        ,1.264.000  ,13     ,4,3  ,       3 ,    0 ,       1 ,Apto
  213 ,Dimitrievski     ,Rayo Vallecano ,Portero     ,  30 ,1,88m ,81kg        ,6.128.000  ,110    ,4,2  ,      26 ,    0 ,       2 ,Apto
